type,name,testcase_CWE,SUCCESS,detectable_by_CodeQL,15,22,23,36,73,78,79,80,81,83,88,89,90,111,113,114,129,134,190,191,193,197,209,226,248,252,253,256,259,315,319,321,325,327,328,329,335,336,337,338,369,378,379,382,383,390,395,396,397,398,400,404,459,470,476,477,478,481,482,483,484,486,491,497,499,500,502,506,510,511,523,526,533,534,535,539,546,549,564,566,568,572,579,580,581,582,584,585,586,597,598,600,601,605,606,607,609,613,614,615,617,643,667,674,681,690,698,759,760,764,765,772,775,789,832,833,835,1204
testcase,CWE226_Sensitive_Information_Uncleared_Before_Release__basic_06_good,CWE226,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE226_Sensitive_Information_Uncleared_Before_Release__basic_07_good,CWE226,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE226_Sensitive_Information_Uncleared_Before_Release__basic_09_good,CWE226,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE226_Sensitive_Information_Uncleared_Before_Release__basic_12_good,CWE226,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE226_Sensitive_Information_Uncleared_Before_Release__basic_13_good,CWE226,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE226_Sensitive_Information_Uncleared_Before_Release__basic_14_good,CWE226,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE226_Sensitive_Information_Uncleared_Before_Release__basic_17_good,CWE226,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE248_Uncaught_Exception__Error_01_bad,CWE248,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE248_Uncaught_Exception__Error_01_good,CWE248,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_01_bad,CWE252,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_02_bad,CWE252,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_03_bad,CWE252,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_08_bad,CWE252,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_09_bad,CWE252,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_10_bad,CWE252,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_11_bad,CWE252,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_12_bad,CWE252,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_14_bad,CWE252,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_17_bad,CWE252,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_01_good,CWE252,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_02_good,CWE252,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_03_good,CWE252,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_08_good,CWE252,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_09_good,CWE252,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_10_good,CWE252,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_11_good,CWE252,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_12_good,CWE252,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_14_good,CWE252,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE252_Unchecked_Return_Value__FileInputStream_17_good,CWE252,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_03_bad,CWE253,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_06_bad,CWE253,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_07_bad,CWE253,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_09_bad,CWE253,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_10_bad,CWE253,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_11_bad,CWE253,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_12_bad,CWE253,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_14_bad,CWE253,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_15_bad,CWE253,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_16_bad,CWE253,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_03_good,CWE253,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_06_good,CWE253,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_07_good,CWE253,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_09_good,CWE253,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_10_good,CWE253,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_11_good,CWE253,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_12_good,CWE253,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_14_good,CWE253,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_15_good,CWE253,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE253_Incorrect_Check_of_Function_Return_Value__FileInputStream_16_good,CWE253,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_02_bad,CWE256,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_06_bad,CWE256,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_11_bad,CWE256,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_17_bad,CWE256,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_51_bad,CWE256,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_53_bad,CWE256,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_54_bad,CWE256,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_61_bad,CWE256,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_71_bad,CWE256,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_72_bad,CWE256,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_02_good,CWE256,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_06_good,CWE256,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_11_good,CWE256,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_17_good,CWE256,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_51_good,CWE256,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_53_good,CWE256,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_54_good,CWE256,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_61_good,CWE256,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_71_good,CWE256,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE256_Plaintext_Storage_of_Password__basic_72_good,CWE256,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE259_Hard_Coded_Password__driverManager_06_bad,CWE259,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE259_Hard_Coded_Password__driverManager_41_bad,CWE259,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE259_Hard_Coded_Password__driverManager_52_bad,CWE259,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE259_Hard_Coded_Password__kerberosKey_52_bad,CWE259,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE259_Hard_Coded_Password__kerberosKey_68_bad,CWE259,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE259_Hard_Coded_Password__passwordAuth_16_bad,CWE259,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE259_Hard_Coded_Password__passwordAuth_41_bad,CWE259,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE259_Hard_Coded_Password__passwordAuth_51_bad,CWE259,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE259_Hard_Coded_Password__passwordAuth_54_bad,CWE259,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE259_Hard_Coded_Password__passwordAuth_74_bad,CWE259,FAIL,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE259_Hard_Coded_Password__driverManager_06_good,CWE259,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE259_Hard_Coded_Password__driverManager_41_good,CWE259,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE259_Hard_Coded_Password__driverManager_52_good,CWE259,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE259_Hard_Coded_Password__kerberosKey_52_good,CWE259,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
