type,name,testcase_CWE,SUCCESS,detectable_by_CodeQL,15,22,23,36,73,78,79,80,81,83,88,89,90,111,113,114,129,134,190,191,193,197,209,226,248,252,253,256,259,315,319,321,325,327,328,329,335,336,337,338,369,378,379,382,383,390,395,396,397,398,400,404,459,470,476,477,478,481,482,483,484,486,491,497,499,500,502,506,510,511,523,526,533,534,535,539,546,549,564,566,568,572,579,580,581,582,584,585,586,597,598,600,601,605,606,607,609,613,614,615,617,643,667,674,681,690,698,759,760,764,765,772,775,789,832,833,835,1204
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__File_04_bad,CWE15,FAIL,,FN,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__File_05_bad,CWE15,FAIL,,FN,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__console_readLine_21_bad,CWE15,FAIL,,FN,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__getCookies_Servlet_16_bad,CWE15,FAIL,,FN,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__getParameter_Servlet_41_bad,CWE15,FAIL,,FN,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__getQueryString_Servlet_15_bad,CWE15,FAIL,,FN,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__getQueryString_Servlet_41_bad,CWE15,FAIL,,FN,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__getQueryString_Servlet_52_bad,CWE15,FAIL,,FN,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__listen_tcp_08_bad,CWE15,FAIL,,FN,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__listen_tcp_71_bad,CWE15,FAIL,,FN,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__File_04_good,CWE15,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__File_05_good,CWE15,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__console_readLine_21_good,CWE15,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__getCookies_Servlet_16_good,CWE15,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__getParameter_Servlet_41_good,CWE15,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__getQueryString_Servlet_15_good,CWE15,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__getQueryString_Servlet_41_good,CWE15,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__getQueryString_Servlet_52_good,CWE15,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__listen_tcp_08_good,CWE15,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE15_External_Control_of_System_or_Configuration_Setting__listen_tcp_71_good,CWE15,,,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE23_Relative_Path_Traversal__File_16_bad,CWE23,FAIL,X,,,FN,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE23_Relative_Path_Traversal__URLConnection_05_bad,CWE23,SUCCESS,X,,FP,TP,FP,FP,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE23_Relative_Path_Traversal__URLConnection_10_bad,CWE23,SUCCESS,X,,FP,TP,FP,FP,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE23_Relative_Path_Traversal__URLConnection_15_bad,CWE23,SUCCESS,X,,FP,TP,FP,FP,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE23_Relative_Path_Traversal__connect_tcp_10_bad,CWE23,SUCCESS,X,,FP,TP,FP,FP,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE23_Relative_Path_Traversal__connect_tcp_61_bad,CWE23,SUCCESS,X,,FP,TP,FP,FP,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE23_Relative_Path_Traversal__console_readLine_06_bad,CWE23,FAIL,X,,,FN,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE23_Relative_Path_Traversal__getCookies_Servlet_42_bad,CWE23,SUCCESS,X,,FP,TP,FP,FP,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE23_Relative_Path_Traversal__getCookies_Servlet_51_bad,CWE23,SUCCESS,X,,FP,TP,FP,FP,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE23_Relative_Path_Traversal__getParameter_Servlet_42_bad,CWE23,SUCCESS,X,,FP,TP,FP,FP,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testcase,CWE23_Relative_Path_Traversal__File_16_good,CWE23,,X,,,,,,,,,,,,,,,,,,,,,,,FP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
